"ElogWB","ElogVA","labor_share","EWB_pc","EVA_pc","EPi_pc","Ew","workers","firms","markets","workeryears","firmyears","workers_per_firm","workers_per_market","firms_per_market"
15.8293717058555,16.1207306457474,0.747247412969824,40.1595522209297,86.4724940022652,46.3129417813354,10.6667054778283,32070390,3559678,15586,207990422,23321807,8.91828073184895,940.558581861759,105.464114681077
