"unc_pt","sizeunc_pt","wagebillunc_pt","meanwageunc_pt","residsizeunc_pt","spec","shock_var","has_market","net_pt","selectioncoef","market_pt","sizenet_pt","sizemarket_pt","wagebillnet_pt","wagebillmarket_pt","meanwagenet_pt","meanwagemarket_pt","residsizenet_pt","residsizemarket_pt","seed"
0.147972719080434,0.320123328114723,0.440919696026804,0.121112959618959,0.319806736407851,"passthrough_construction","log_value_added",TRUE,0.14057979165768,0.147629495406963,0.190657368651184,0.31416779327704,0.354508883797435,0.431373698695561,0.496035555765261,0.117516336518715,0.14187883325649,0.313857362176855,0.354156722508467,3
0.209280733374294,0.583486024188307,0.712589151391536,0.129103791273492,0.583485360118045,"passthrough_construction","log_receipts",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0.217251405172106,0.581140847297011,0.724532614433919,0.143322352024914,0.581210262409012,"passthrough_construction","log_receipts",TRUE,0.214968720931829,0.155214721436387,0.229675342952987,0.588758582191694,0.539679894137928,0.72480140676858,0.723069661660162,0.135978065830116,0.183295009267183,0.588823340938465,0.539774652392754,3
0.0335411241688411,0.0846260898830067,0.0953138476614848,0.0103304206657861,0.0849834269956955,"passthrough_construction","log_EBITD",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
0.0409676876938876,0.120228646489065,0.144063157365161,0.0247560944210631,0.119307062944096,"passthrough_construction","log_EBITD",TRUE,0.0424006652804184,0.173840327623032,0.0341575975980055,0.11894825484521,0.126313586361483,0.150506240932952,0.113443013683598,0.0293098247749806,0.0031149227279018,0.121196416157972,0.110328090955718,4
0.17930350615562,0.413230216292859,0.55945836219206,0.146226183901942,0.41323217829011,"passthrough_construction","log_value_added",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
0.181053705436325,0.424658494459875,0.572586142029237,0.147819884450568,0.424766257578661,"passthrough_construction","log_value_added",TRUE,0.177754216357028,0.142910650964779,0.200841992229547,0.436824117877016,0.351696639029458,0.577874445576113,0.54087018094535,0.141183565604516,0.187620404295238,0.4366908799716,0.353249776650074,4
0.229281749234388,0.628419566984999,0.785192437779168,0.155678620587163,0.629513817191999,"passthrough_construction","log_receipts",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
0.233805844733662,0.691877327304046,0.855919180447026,0.162870301248905,0.693048879198117,"passthrough_construction","log_receipts",TRUE,0.224544457999128,0.121805791429114,0.300578500599958,0.690389711600742,0.702602724510158,0.840556992722191,0.96667733186768,0.149502410867659,0.259249987107077,0.691054581854527,0.707427344761455,4
0.0444169468965528,0.0998021366291697,0.132280430642412,0.0321631124980242,0.100117318144388,"passthrough_construction","log_EBITD",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
0.0329583168302708,0.086732987311027,0.128886979961341,0.0414489188840753,0.0874380610772648,"passthrough_construction","log_EBITD",TRUE,0.0355286548045669,0.192535079227702,0.0221786825054435,0.084687629261625,0.0953109300004208,0.12922818203419,0.127456026673112,0.0440264011844626,0.0306393222649893,0.0852017808497278,0.0968167044081334,5
0.169373395463845,0.399242549750739,0.527144513825654,0.126569000436168,0.400575513389496,"passthrough_construction","log_value_added",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
0.173726733982666,0.411707241096554,0.545086339218474,0.134062381133922,0.411023958084555,"passthrough_construction","log_value_added",TRUE,0.165455840886378,0.147091693572729,0.221685345730602,0.421178145103048,0.356790389571522,0.548586261998621,0.524792105475475,0.128246652839711,0.167784767827352,0.420339609158908,0.357007337648024,5
0.221647511639248,0.571909743497803,0.721356453234575,0.147651271324804,0.573705181909782,"passthrough_construction","log_receipts",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
0.254672548977841,0.622731009291715,0.803045405610217,0.180215513586689,0.622829892023528,"passthrough_construction","log_receipts",TRUE,0.249392185447715,0.136481313098508,0.288081463930318,0.641661105855332,0.502960091527364,0.813007095062575,0.740017692878743,0.171445919643109,0.235700825640834,0.64156117541947,0.504316867237915,5
