"broad_market","unc_pt","net_pt","selectioncoef","market_pt","sizeunc_pt","sizenet_pt","sizemarket_pt","ma","ElogWB","ElogVA","labor_share","EWB_pc","EVA_pc","EPi_pc","Ew","workers","firms","markets","workeryears","firmyears","workers_per_firm","workers_per_market","firms_per_market","market_pt_het","beta_het","beta","rho","alpha","PsiFirm","PsiMarket","Rw_firm","Rw_market","Rf_firm","Rf_market","Rw_firm_wageshare","Rw_market_wageshare","Rf_firm_profitshare","Rf_market_profitshare","Rw_firm_share","Rw_market_share","model"
"Midwest_Goods",0.152790492678989,0.15467702888145,0.171279538782477,0.179409450842629,0.401879743788558,0.437835579288117,0.227910705859223,"ma1",16.8977828102736,17.3600066919858,0.62988130524985,43647.5227201453,91198.6607551234,47551.1380349781,10.7619302194386,9318.707,294.879,72,42908.008,1945.136,22.0591300556876,39729.637037037,1801.05185185185,0.143662658946966,5.96075102138513,4.57384237732916,0.836920767172817,0.254863138977074,0.0834388413934485,0.102964908545382,6751.26913238766,7830.77808186246,3967.61186457851,4896.09857900033,0.15467702888145,0.179409450842629,0.0834388413934485,0.102964908545382,0.629848314791302,0.615294568379324,"1inner"
"Midwest_Services",0.126159567856773,0.116950205114031,0.10352524010008,0.179409450842629,0.459166051253574,0.463876761107528,0.418373752861003,"ma1",15.759532795866,16.17535253562,0.659799195330602,34054.2400230125,90504.7263123053,56450.4862892928,10.6132599397728,17314.497,1051.548,204,69044.54,6636.19,10.4042440014526,22563.5751633987,2168.68954248366,0.205907861563091,3.85654113645194,4.57384237732916,0.60575497246672,0.252817678967012,0.0541318494710381,0.0949394995373525,3982.65035569376,6109.65250139176,3055.7692263789,5359.38091694564,0.116950205114031,0.179409450842629,0.0541318494710381,0.0949394995373525,0.565844407150413,0.532708579575963,"1inner"
"Northeast_Goods",0.127529126738843,0.13098442200881,0.116486322217437,0.179409450842629,0.482372479292257,0.509414232455978,0.27726892432853,"ma1",16.3886953807172,16.7996674212059,0.663005468650446,50693.4613893221,107545.252738537,56851.791349215,10.8110643183006,6088.53,232.717,54,26699.951,1498.971,17.8121864932677,32962.9024691358,1850.58148148148,0.10132175257069,8.86954898260685,4.57384237732916,0.689403176797755,0.237061468813891,0.0727523699828887,0.110143837744984,6640.05373970631,9094.88606917031,4136.10255842808,6261.87448187962,0.13098442200881,0.179409450842629,0.0727523699828887,0.110143837744984,0.61618016257391,0.592239882814902,"1inner"
"Northeast_Services",0.109240300829544,0.105646279826208,0.0894319280699239,0.179409450842629,0.349553510030962,0.344685350667864,0.399119594323302,"ma1",15.6231526616779,16.0402269493291,0.658971964646318,44194.9394557935,111126.271847549,66931.3323917556,10.7360144405713,15167.028,1054.944,153,62386.621,6411.649,9.73019904863788,27183.7128540305,2793.74684095861,0.145833504689977,5.85713479989301,4.57384237732916,0.540288949189349,0.263186421902214,0.0424257955708919,0.0845668190258727,4669.03094064907,7928.98981778717,2839.61502534004,5660.16987353413,0.105646279826208,0.179409450842629,0.0424257955708919,0.0845668190258727,0.62182062675451,0.583479037548658,"1inner"
"South_Goods",0.148060410050176,0.138926982549382,0.153355559614875,0.179409450842629,0.385702485549462,0.391450469416356,0.353969051188988,"ma1",16.3820738992734,16.6753867272013,0.745788800636295,42172.3421014174,85152.1569271546,42979.8148257372,10.6984065269051,10215.128,439.641,102,40312.311,2497.237,16.1427653843027,26382.402486911,1634.31740837696,0.198484181020409,4.03818488132904,4.57384237732916,0.737951494543577,0.133884368082564,0.183209258509085,0.239432688522309,5858.87623519018,7566.11673716279,7874.30000508109,10290.7726159173,0.138926982549382,0.179409450842629,0.183209258509085,0.239432688522309,0.42662208164267,0.423708552344126,"1inner"
"South_Services",0.139231825167793,0.136210357403536,0.103975781696297,0.179409450842629,0.521235110056492,0.54756641142493,0.294321848721692,"ma1",15.5794108399581,15.9361734443417,0.699938640378019,35764.0437730022,94210.3362882382,58446.292515236,10.6194086814555,26519.284,1908.178,289,103227.384,10829.661,9.53191277178482,23812.5453287197,2498.19169550173,0.165269699059214,5.05071592489385,4.57384237732916,0.721245861493263,0.189688547000778,0.110452707857418,0.154665718614426,4871.43318451634,6416.40745322608,6455.55127253456,9039.63783221792,0.136210357403536,0.179409450842629,0.110452707857418,0.154665718614426,0.430073264688197,0.415139017434741,"1inner"
"West_Goods",0.179215040130255,0.173627287532553,0.152779239344188,0.179409450842629,0.446889879903396,0.459036219126922,0.379533668418572,"ma1",16.4043584084798,16.640664425731,0.789539024398293,52944.1612906971,91654.1936572774,38710.0323665803,10.8089320432307,7712.759,329.566,78,31585.748,1940.742,16.2750886001334,26996.3658119658,1658.75384615385,0.210201318282587,3.75734409360666,4.57384237732916,0.960999599328358,0.0445727303351694,0.566878323959727,0.57680150201961,9192.55111558972,9498.68290248756,21943.8782683938,22328.0048122712,0.173627287532553,0.179409450842629,0.566878323959727,0.57680150201961,0.295234594892834,0.298450249916607,"1inner"
"West_Services",0.142015916632601,0.124103764848828,0.169325878331388,0.179409450842629,0.439899683599276,0.443355951416351,0.422944022356291,"ma1",15.6574995579629,16.06930595457,0.662452516692657,40266.4028801912,92291.4455497634,52025.0426695722,10.6959835136861,17949.625,1314.168,221,71355.046,7404.389,9.63685808511681,21537.8949592514,2234.94989435557,0.229888846021623,3.34992831233726,4.57384237732916,0.648057425151157,0.243686078205002,0.0636565946602724,0.103318961833414,4997.21219435141,7224.17322814317,3311.73705340033,5375.17339795927,0.124103764848828,0.179409450842629,0.0636565946602724,0.103318961833414,0.601425288005408,0.573376814094204,"1inner"
"Midwest_Goods",0.123023494305341,0.13391005290486,0.252496773512817,0.217429198647582,0.348939213278476,0.413857038154493,0.156753456305678,"ma2",16.8977828102736,17.3600066919858,0.62988130524985,43647.5227201453,91198.6607551234,47551.1380349781,10.7619302194386,9318.707,294.879,72,42908.008,1945.136,22.0591300556876,39729.637037037,1801.05185185185,0.0907944184040596,10.0138928975758,3.59919829636516,0.556488198365378,0.272729919839772,0.0588706903665105,0.109021185990143,5844.84207662073,9490.24588799331,2799.3683238324,5184.0814637543,0.13391005290486,0.217429198647582,0.0588706903665105,0.109021185990143,0.676156850175043,0.646724422899227,"2"
"Midwest_Services",0.129498500114086,0.120834433736816,0.102112667900777,0.217429198647582,0.478856667546647,0.480973035787382,0.460247221016986,"ma2",15.759532795866,16.17535253562,0.659799195330602,34054.2400230125,90504.7263123053,56450.4862892928,10.6132599397728,17314.497,1051.548,204,69044.54,6636.19,10.4042440014526,22563.5751633987,2168.68954248366,0.20568253882921,3.86186141853468,3.59919829636516,0.49468166718168,0.249516563603576,0.058466779577045,0.119037603195729,4114.92480951834,7404.38611875601,3300.47813889309,6719.73058711078,0.120834433736816,0.217429198647582,0.058466779577045,0.119037603195729,0.554915874180494,0.52423710968633,"2"
