"var_w","var_psi","var_x","var_psi_outer","var_abar_outer","var_hbar_outer","var_xbar_outer","var_psi_inner","var_abar_inner","var_hbar_inner","var_xbar_inner","var_psitilde","var_atilde","var_htilde","var_xtilde","cov_abar_hbar_outer","cov_abar_hbar_inner","cov_atilde_htilde","cov_psi_x","cov_abar_xbar_outer","cov_hbar_xbar_outer","cov_abar_xbar_inner","cov_hbar_xbar_inner","cov_atilde_xtilde","cov_htilde_xtilde","interactions_outer","interactions_inner","interactions_tilde"
0.446918918098512,0.0241830655493445,0.30859660114177,0.00158455819044691,0.069173507162523,0.0713110292194954,0.0016638562191708,0.00877554902342852,0.0529770781965445,0.0348714039258746,0.0231269692188689,0.0138229583354703,0.0383686669712895,0.0317937488750226,0.0399851270892155,-0.0694499890957862,-0.0395364665494909,-0.0281697287554207,0.0272764355213337,-6.1349397145215e-05,0.0007056281310133,0.0190327830926093,-0.006963166368923,0.0154130593413336,-0.000850519277552224,-2.64357525763511e-05,0.0052885325184794,0.0127959563696739
