"x_unique","x_var","psi_unique","psi_var","theta_unique","theta_var","h_unique","h_var","lambda_val","beta_val","rho_mean","rho_unique","alpha_mean","alpha_unique","TFP_unique","TFP_var","TFPbar_unique","TFPbar_var","marketTFP_unique","marketTFP_var","marketTFPbar_unique","marketTFPbar_var","g_unique","g_var"
61670459,0.30859660114177,10669602,0.0241830655493445,10,0.0440889148806205,1953915,0.137976182020394,0.9154762,4.99122805075596,0.705357312952184,8,0.210049226315213,8,10669602,0.0383436663410508,1953915,0.0352134968084424,111829,0.12196501371985,14695,0.00611325449745384,6974519,0.203215483984457
