"ElogWB","ElogVA","labor_share","EWB_pc","EVA_pc","EPi_pc","Ew","workers","firms","markets","workeryears","firmyears","workers_per_firm","workers_per_market","firms_per_market"
15.9309657762443,16.3131526772624,0.682367506104809,40.829850388222,95.2013010996393,54.3714507114175,10.6925170694265,89570480,6478231,16141,447519609,39163975,11.4268178600359,1915.13687386327,167.600192575158
