"var_w","var_psi","var_x","var_psi_outer","var_abar_outer","var_hbar_outer","var_xbar_outer","var_psi_inner","var_abar_inner","var_hbar_inner","var_xbar_inner","var_psitilde","var_atilde","var_htilde","var_xtilde","cov_abar_hbar_outer","cov_abar_hbar_inner","cov_atilde_htilde","cov_psi_x","cov_abar_xbar_outer","cov_hbar_xbar_outer","cov_abar_xbar_inner","cov_hbar_xbar_inner","cov_atilde_xtilde","cov_htilde_xtilde","interactions_outer","interactions_inner","interactions_tilde"
0.446894374435203,0.0446156739818184,0.329818092539508,0.0025032654968889,0.0653889488978721,0.0701568959750126,0.00149071165569403,0.012450118670133,0.0588246572049003,0.0291398618761944,0.0271574668563196,0.0296622898147959,0.0445825595062954,0.0320371388152526,0.0638039462987296,-0.0665212896879817,-0.0377572002054819,-0.023478704253376,0.0074913303933205,0.00070759439762482,-0.000395909607476669,0.0143957513507403,-0.00342243469670746,0.0051485062050252,-0.0089421772558826,0,0,0
